Epoch 0, lr 0.001
Epoch 972, lr 1e-05

(972,1001) 0 step loss : 0.000430
(972,1001) epoch loss : 0.006881
Epoch 973, lr 1e-05

(973,1001) 0 step loss : 0.000429
(973,1001) epoch loss : 0.006862
Epoch 974, lr 1e-05

(974,1001) 0 step loss : 0.000428
(974,1001) epoch loss : 0.006844
Epoch 975, lr 1e-05

(975,1001) 0 step loss : 0.000427
(975,1001) epoch loss : 0.006830
Epoch 976, lr 1e-05

(976,1001) 0 step loss : 0.000426
(976,1001) epoch loss : 0.006816
Epoch 977, lr 1e-05

(977,1001) 0 step loss : 0.000425
(977,1001) epoch loss : 0.006799
Epoch 978, lr 1e-05

(978,1001) 0 step loss : 0.000424
(978,1001) epoch loss : 0.006785
Epoch 979, lr 1e-05

(979,1001) 0 step loss : 0.000423
(979,1001) epoch loss : 0.006771
Epoch 980, lr 1e-05

(980,1001) 0 step loss : 0.000422
(980,1001) epoch loss : 0.006757
Epoch 981, lr 1e-05

(981,1001) 0 step loss : 0.000422
(981,1001) epoch loss : 0.006744
Epoch 982, lr 1e-05

(982,1001) 0 step loss : 0.000421
(982,1001) epoch loss : 0.006731
Epoch 983, lr 1e-05

(983,1001) 0 step loss : 0.000420
(983,1001) epoch loss : 0.006718
Epoch 984, lr 1e-05

(984,1001) 0 step loss : 0.000419
(984,1001) epoch loss : 0.006705
Epoch 985, lr 1e-05

(985,1001) 0 step loss : 0.000418
(985,1001) epoch loss : 0.006693
Epoch 986, lr 1e-05

(986,1001) 0 step loss : 0.000418
(986,1001) epoch loss : 0.006683
Epoch 987, lr 1e-05

(987,1001) 0 step loss : 0.000417
(987,1001) epoch loss : 0.006670
Epoch 988, lr 1e-05

(988,1001) 0 step loss : 0.000416
(988,1001) epoch loss : 0.006659
Epoch 989, lr 1e-05

(989,1001) 0 step loss : 0.000416
(989,1001) epoch loss : 0.006648
Epoch 990, lr 1e-05

(990,1001) 0 step loss : 0.000415
(990,1001) epoch loss : 0.006638
Epoch 991, lr 1e-05

(991,1001) 0 step loss : 0.000414
(991,1001) epoch loss : 0.006629
Epoch 992, lr 1e-05

(992,1001) 0 step loss : 0.000414
(992,1001) epoch loss : 0.006618
Epoch 993, lr 1e-05

(993,1001) 0 step loss : 0.000413
(993,1001) epoch loss : 0.006608
Epoch 994, lr 1e-05

(994,1001) 0 step loss : 0.000412
(994,1001) epoch loss : 0.006599
Epoch 995, lr 1e-05

(995,1001) 0 step loss : 0.000412
(995,1001) epoch loss : 0.006590
Epoch 996, lr 1e-05

(996,1001) 0 step loss : 0.000411
(996,1001) epoch loss : 0.006581
Epoch 997, lr 1e-05

(997,1001) 0 step loss : 0.000411
(997,1001) epoch loss : 0.006572
Epoch 998, lr 1e-05

(998,1001) 0 step loss : 0.000410
(998,1001) epoch loss : 0.006565
Epoch 999, lr 1e-05

(999,1001) 0 step loss : 0.000410
(999,1001) epoch loss : 0.006557
Epoch 1000, lr 1e-05

(1000,1001) 0 step loss : 0.000409
(1000,1001) epoch loss : 0.006549
